text,font_size,is_bold,is_italic,relative_font_size,x_position_normalized,is_centered,space_below,text_length,is_all_caps,starts_with_numbering,line_height,span_count,label
"450万美元（9%）",9.960000038146973,0,0,1.0,0.493,1,0.0,10,1,0,391.443603515625,1,Body
"1500万美元（20%）",9.960000038146973,0,0,1.0,0.678,0,0.0,10,1,0,391.443603515625,1,Body
"礼物/实物",9.960000038146973,0,0,1.0,0.187,0,0.0,13,0,0,403.4454040527344,1,Body
"50万美元（1%）",9.960000038146973,0,0,1.0,0.493,1,0.0,10,1,0,403.4454040527344,1,Body
"375万美元（5%）",9.960000038146973,0,0,1.0,0.675,0,0.0,11,1,0,403.4454040527344,1,Body
"年度总计",9.960000038146973,1,0,1.0,0.187,0,0.0,12,1,0,415.32769775390625,1,Body
"5000万美元",9.960000038146973,0,0,1.0,0.514,1,0.0,4,1,0,415.44720458984375,1,Body
"7500万美元",9.960000038146973,0,0,1.0,0.7,0,0.0,4,1,0,415.44720458984375,1,Body
"虽然私营部门将被邀请通过捐赠、赠与和实物参与ODL，",9.960000038146973,0,0,1.0,0.147,0,0.0,103,0,0,450.4864807128906,1,Body
"实物捐助，ODL还将探索兼容的商业服务，以利用其影响力",9.960000038146973,0,0,1.0,0.147,0,0.0,101,0,0,462.01019287109375,1,Body
"ODL 并有助于抵消运营成本。",9.960000038146973,0,0,1.0,0.147,0,0.0,46,0,0,473.5339050292969,1,Body
"5000万美元的预算利用了该省图书馆的联合购买力，以确保最好的",9.960000038146973,0,0,1.0,0.147,0,0.0,98,0,0,496.5713806152344,1,Body
"信息资源价格、最广泛的可及性和最优惠的合同。预算",9.960000038146973,0,0,1.0,0.147,0,0.0,105,0,0,507.9755859375,1,Body
"这种性质将确保一个范围和覆盖面足以解决大量问题的核心数字馆藏",9.960000038146973,0,0,1.0,0.147,0,0.0,107,0,0,519.499267578125,1,Body
"安大略省公民广泛多样的信息和学习需求（概述",9.960000038146973,0,0,1.0,0.147,0,0.0,101,0,0,531.0230102539062,1,Body
"ODL 数字馆藏的性质附后）。",9.960000038146973,0,0,1.0,0.147,0,0.0,57,0,0,542.5467529296875,1,Body
"2006年拟议的ODL支出",9.960000038146973,1,1,1.0,0.527,1,0.0,37,0,0,542.5467529296875,1,Body
"代表每位公民投资5.00美元。",9.960000038146973,1,1,1.0,0.147,0,0.0,45,0,0,554.0704345703125,1,Body
"重要的是要认识到，投资于安大略数字图书馆的每位公民每增加一美元，都会有",9.960000038146973,0,0,1.0,0.147,0,0.0,108,0,0,576.9884033203125,1,Body
"双重好处：它支持一个全省范围的高质量信息资源图书馆，并且它",9.960000038146973,0,0,1.0,0.147,0,0.0,96,0,0,588.5120849609375,1,Body
"通过允许安大略省的每个地方图书馆将现有资金再投资于新的资源，从而加强它们",9.960000038146973,0,0,1.0,0.147,0,0.0,105,0,0,600.0358276367188,1,Body
"增强本地服务。",9.960000038146973,0,0,1.0,0.147,0,0.0,28,0,0,611.5595703125,1,Body
"这个乘数意味着每投资一美元在ODL上，回报",9.960000038146973,1,1,1.0,0.341,0,0.0,70,0,0,611.5595703125,1,Body
"投资回报对安大略省来说价值2美元。",9.960000038146973,1,1,1.0,0.147,0,0.0,47,0,0,623.083251953125,1,Body
"RFP：制定安大略数字图书馆商业计划",7.559999942779541,1,1,0.76,0.147,0,0.0,57,0,0,740.8800048828125,1,Body
"2003年3月",7.559999942779541,1,1,0.76,0.485,1,0.0,10,0,0,740.8800048828125,1,Body
"10",9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
"10",9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
"10",9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
"10",9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
"附录 B：",12.0,0,0,1.2,0.157,0,0.0,11,0,0,105.719970703125,1,Body
"ODL 指导委员会职权范围",12.0,0,0,1.2,0.324,0,0.0,41,0,0,105.719970703125,1,Body
"1. 序言",9.960000038146973,1,0,1.0,0.147,0,0.0,11,0,1,145.7996826171875,1,H3
"实施安大略数字图书馆（ODL）需要制定详细的商业计划",9.960000038146973,0,0,1.0,0.157,0,0.0,101,0,0,168.9566650390625,1,Body
"并得到其多样化的利益相关者社区的支持（见：",9.960000038146973,0,0,1.0,0.157,0,0.0,58,0,0,180.36083984375,1,Body
"www.odl.on.ca",9.960000038146973,0,0,1.0,0.568,0,0.0,13,0,0,180.36083984375,1,Body
"）。业务",9.960000038146973,0,0,1.0,0.668,0,0.0,16,0,0,180.36083984375,1,Body
"发展规划和承诺过程将由一个指导委员会监督，他们是",9.960000038146973,0,0,1.0,0.157,0,0.0,93,0,0,191.88458251953125,1,Body
"对潜在的ODL资助者负责，包括安大略省。",9.960000038146973,0,0,1.0,0.157,0,0.0,72,0,0,203.4083251953125,1,Body
"2. 职权范围",9.960000038146973,1,0,1.0,0.147,0,0.0,21,0,1,226.3262939453125,1,H3
"广义上讲，ODL 商业计划指导委员会负责制定",9.960000038146973,0,0,1.0,0.157,0,0.0,94,0,0,249.36376953125,1,Body
"商业计划、争取行业支持以及规划者和流程的管理。具体",9.960000038146973,0,0,1.0,0.157,0,0.0,93,0,0,260.88751220703125,1,Body
"职责包括：",9.960000038146973,0,0,1.0,0.157,0,0.0,25,0,0,272.4112548828125,1,Body
"2.1 制定 ODL 三年实施阶段的详细商业计划，包括",9.960000038146973,0,0,1.0,0.157,0,0.0,101,0,1,295.44873046875,1,Body
"治理、管理、资金模式和结构、组织结构、营销、",9.960000038146973,0,0,1.0,0.215,0,0.0,89,0,0,306.8529357910156,1,Body
"人员配备和评估；",9.960000038146973,0,0,1.0,0.215,0,0.0,25,0,0,318.37664794921875,1,Body
"2.2 与利益相关方社区进行协商和报告，以确保开放、一致和双向的",9.960000038146973,0,0,1.0,0.157,0,0.0,100,0,1,329.9003601074219,1,Body
"沟通，并确保利益相关者有意义的机会投入决策-",9.960000038146973,0,0,1.0,0.215,0,0.0,90,0,0,341.424072265625,1,Body
"制作；",9.960000038146973,0,0,1.0,0.215,0,0.0,7,0,0,352.9477844238281,1,Body
"2.3 招募和管理业务规划师；",9.960000038146973,0,0,1.0,0.157,0,0.0,52,0,1,364.47149658203125,1,Body
"2.4 为业务规划师定义职权范围和资源参数，并授权",9.960000038146973,0,0,1.0,0.157,0,0.0,96,0,1,375.8757019042969,1,Body
"支出；",9.960000038146973,0,0,1.0,0.215,0,0.0,13,0,0,387.3994140625,1,Body
"2.5 作为业务规划师测试想法的焦点小组；",9.960000038146973,0,0,1.0,0.157,0,0.0,67,0,1,398.9231262207031,1,Body
"2.6 在商业计划制定的关键决策点为业务规划师提供签核；",9.960000038146973,0,0,1.0,0.157,0,0.0,98,0,1,410.44683837890625,1,Body
"2.7 争取图书馆、政府和机构利益相关者对实施的承诺",9.960000038146973,0,0,1.0,0.157,0,0.0,99,0,1,421.9705505371094,1,Body
"商业计划；",9.960000038146973,0,0,1.0,0.215,0,0.0,21,0,0,433.4942626953125,1,Body
"2.8 向资助者提交商业计划",9.960000038146973,0,0,1.0,0.157,0,0.0,43,0,1,444.8984680175781,1,Body
"2.9 开展宣传活动，向更广泛的社区推广ODL，包括图书馆，",9.960000038146973,0,0,1.0,0.157,0,0.0,96,0,1,456.42218017578125,1,Body
"和教育界。",9.960000038146973,0,0,1.0,0.215,0,0.0,26,0,0,467.9458923339844,1,Body
"3. 会员资格",9.960000038146973,1,0,1.0,0.147,0,0.0,13,0,1,490.8638610839844,1,H3
"四个领域中的每一个，即学校、学院、大学和公共图书馆，最多可以任命两名",9.960000038146973,0,0,1.0,0.157,0,0.0,101,0,0,513.9013671875,1,Body
"指导委员会代表",9.960000038146973,0,0,1.0,0.157,0,0.0,41,0,0,525.425048828125,1,Body
"3.1 学校：",9.960000038146973,0,0,1.0,0.157,0,0.0,12,0,1,548.4625244140625,1,Body
"- 安大略省学校图书馆协会 (OSLA) 和安大略省图书馆顾问和",9.960000038146973,0,0,1.0,0.206,0,0.0,90,0,0,559.9862060546875,1,Body
"协调员协会 (TALCO) (",9.960000038146973,0,0,1.0,0.206,0,0.0,34,0,0,571.2709350585938,1,Body
"OSLA执行委员会任命代表",9.960000038146973,1,1,1.0,0.447,0,0.0,51,0,0,571.2709350585938,1,Body
"与 TALCO 协商",9.960000038146973,1,1,1.0,0.206,0,0.0,23,0,0,582.794677734375,1,Body
")",9.960000038146973,0,0,1.0,0.376,0,0.0,1,0,0,582.794677734375,1,Body
"3.2 大学：",9.960000038146973,0,0,1.0,0.157,0,0.0,17,0,1,594.4378662109375,1,Body
"- 安大略大学图书馆理事会 (OCUL) (",9.960000038146973,0,0,1.0,0.206,0,0.0,50,0,0,605.8421020507812,1,Body
"OCUL 命名",9.960000038146973,1,1,1.0,0.541,1,0.0,12,0,0,605.8421020507812,1,Body
")",9.960000038146973,0,0,1.0,0.644,0,0.0,1,0,0,605.8421020507812,1,Body
"3.3 学院：",9.960000038146973,0,0,1.0,0.157,0,0.0,13,0,1,617.4853515625,1,Body
"- Bibliocentre，以及图书馆和学习资源负责人（UAG 和 HLLR",9.960000038146973,0,0,1.0,0.206,0,0.0,75,0,0,628.8895263671875,1,Body
"命名",9.960000038146973,1,1,1.0,0.754,0,0.0,7,0,0,628.8895263671875,1,Body
")",9.960000038146973,0,0,1.0,0.815,0,0.0,1,0,0,628.8895263671875,1,Body
"3.4 公共图书馆：",9.960000038146973,0,0,1.0,0.156,0,0.0,21,0,1,640.4132080078125,1,Body
"- 安大略省中型公共图书馆馆长 (AMPLO)、农村地区馆长",9.960000038146973,0,0,1.0,0.206,0,0.0,93,0,0,651.9369506835938,1,Body
"安大略省城市公共图书馆 (ARUPLO)，安大略省小型公共图书馆馆长",9.960000038146973,0,0,1.0,0.206,0,0.0,87,0,0,663.460693359375,1,Body
"安大略省 (ASPLO) 和安大略省大型公共图书馆首席执行官 (CELPLO)",9.960000038146973,0,0,1.0,0.206,0,0.0,88,0,0,674.984375,1,Body
"（",9.960000038146973,0,0,1.0,0.206,0,0.0,1,0,0,686.3885498046875,1,Body
"AMPLO、ARUPLO、ASPLO 和 CELPLO 的高管提名",9.960000038146973,1,1,1.0,0.211,0,0.0,53,0,0,686.3885498046875,1,Body
")",9.960000038146973,0,0,1.0,0.652,0,0.0,1,0,0,686.3885498046875,1,Body
"RFP：制定安大略数字图书馆商业计划",7.559999942779541,1,1,0.76,0.147,0,0.0,57,0,0,740.8800048828125,1,Body
"2003年3月",7.559999942779541,1,1,0.76,0.485,1,0.0,10,0,0,740.8800048828125,1,Body
"11",9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
"11",9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
"11",9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
"11",9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
"3.5 安大略图书馆协会代表（当然成员） (",9.960000038146973,0,0,1.0,0.157,0,0.0,62,0,1,81.14959716796875,1,Body
"OLA任命一名代表",9.960000038146973,1,1,1.0,0.558,0,0.0,33,0,0,81.149658203125,1,Body
")",9.960000038146973,0,0,1.0,0.793,0,0.0,1,0,0,81.149658203125,1,Body
"- OLA 当然成员的角色：担任指导委员会和",9.960000038146973,0,0,1.0,0.206,0,0.0,91,0,0,92.79290771484375,1,Body
"OLA 董事会，并协助主席处理与",9.960000038146973,0,0,1.0,0.206,0,0.0,94,0,0,104.316650390625,1,Body
"商业计划、财务和沟通的准备工作。",9.960000038146973,0,0,1.0,0.206,0,0.0,66,0,0,115.7208251953125,1,Body
"3.6 预计随着 ODL 规划的推进，指导委员会可自行决定",9.960000038146973,0,0,1.0,0.157,0,0.0,94,0,1,138.75830078125,1,Body
"酌情邀请专家就所需问题提供咨询。",9.960000038146973,0,0,1.0,0.157,0,0.0,68,0,0,150.28204345703125,1,Body
"4. 任命标准和流程",9.960000038146973,1,0,1.0,0.147,0,0.0,35,0,1,173.20001220703125,1,H3
"4.1",9.960000038146973,0,0,1.0,0.157,0,0.0,3,0,1,196.84503173828125,1,Body
"上文第 3 节中指定的团体和组织负责任命最多两名",9.960000038146973,0,0,1.0,0.206,0,0.0,90,0,0,196.84503173828125,1,Body
"指导委员会的代表。",9.960000038146973,0,0,1.0,0.215,0,0.0,42,0,0,208.8468017578125,1,Body
"4.2",9.960000038146973,0,0,1.0,0.157,0,0.0,3,0,1,232.85040283203125,1,Body
"指导委员会任命人员的期望特征包括：",9.960000038146973,0,0,1.0,0.206,0,0.0,66,0,0,232.85040283203125,1,Body
"•",9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,256.9735107421875,1,Body
"战略思想家；",9.960000038146973,0,0,1.0,0.206,0,0.0,19,0,0,256.9735107421875,1,Body
"•",9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,269.21435546875,1,Body
"致力于多部门合作的概念；",9.960000038146973,0,0,1.0,0.206,0,0.0,54,0,0,269.21435546875,1,Body
"•",9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,281.3356628417969,1,Body
"熟悉数字图书馆和资源；",9.960000038146973,0,0,1.0,0.206,0,0.0,52,0,0,281.3356628417969,1,Body
"•",9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,293.5765075683594,1,Body
"熟悉政府结构；",9.960000038146973,0,0,1.0,0.206,0,0.0,42,0,0,293.5765075683594,1,Body
"•",9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,305.69781494140625,1,Body
"受其社区尊重；有影响力；",9.960000038146973,0,0,1.0,0.206,0,0.0,44,0,0,305.69781494140625,1,Body
"•",9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,317.8191223144531,1,Body
"能够采取协商方式；",9.960000038146973,0,0,1.0,0.206,0,0.0,37,0,0,317.8191223144531,1,Body
"•",12.0,0,0,1.2,0.177,0,0.0,1,0,0,332.0400085449219,1,Body
"能够投入时间处理指导委员会事务：每月大约一天用于",9.960000038146973,0,0,1.0,0.206,0,0.0,87,0,0,332.0400085449219,1,Body
"每月会议外加2-3个工作日用于相关活动",9.960000038146973,0,0,1.0,0.206,0,0.0,62,0,0,345.23699951171875,1,Body
"。",12.0,0,0,1.2,0.632,0,0.0,1,0,0,345.239990234375,1,Body
"5. 期限",9.960000038146973,1,0,1.0,0.147,0,0.0,7,0,1,368.63970947265625,1,H3
"指导委员会的预期任期是完成制定",9.960000038146973,0,0,1.0,0.157,0,0.0,91,0,0,391.7967224121094,1,Body
"商业计划外加两个月。此过程预计需要大约 6 个月。",9.960000038146973,0,0,1.0,0.157,0,0.0,87,0,0,403.200927734375,1,Body
"6. 主席",9.960000038146973,1,0,1.0,0.147,0,0.0,8,0,1,426.118896484375,1,H3
"主席将由安大略图书馆协会董事会任命。",9.960000038146973,0,0,1.0,0.157,0,0.0,72,0,0,449.2759094238281,1,Body
"主席的角色：",9.960000038146973,0,0,1.0,0.157,0,0.0,18,0,0,474.4747009277344,1,Body
"除被任命者的特征外（4.2），主席的角色将是作为过程代理人",9.960000038146973,0,0,1.0,0.157,0,0.0,104,0,0,497.5121765136719,1,Body
"与选定的顾问、OLA 和指导委员会合作，准备业务",9.960000038146973,0,0,1.0,0.157,0,0.0,96,0,0,509.035888671875,1,Body
"计划。主席必须能够每月投入5-8天时间从事与准备",9.960000038146973,0,0,1.0,0.157,0,0.0,101,0,0,520.5595703125,1,Body
"商业计划，以及与利益相关者、资助者和政府的沟通。",9.960000038146973,0,0,1.0,0.157,0,0.0,79,0,0,532.0833129882812,1,Body
"7. 会议",9.960000038146973,1,0,1.0,0.147,0,0.0,11,0,1,554.8817749023438,1,H3
"预计每月举行一次现场会议，大部分业务将",9.960000038146973,0,0,1.0,0.157,0,0.0,99,0,0,578.0387573242188,1,Body
"通过电子邮件和电话会议进行。",9.960000038146973,0,0,1.0,0.157,0,0.0,40,0,0,589.5625,1,Body
"8. 问责与沟通渠道",9.960000038146973,1,0,1.0,0.147,0,0.0,44,0,1,612.3609008789062,1,H3
"8.1 指导委员会向安大略省及其商业计划负责",9.960000038146973,0,0,1.0,0.157,0,0.0,94,0,1,635.5179443359375,1,Body
"资助者。",9.960000038146973,0,0,1.0,0.215,0,0.0,8,0,0,647.0416259765625,1,Body
"8.2 安大略图书馆协会的角色是承担由",9.960000038146973,0,0,1.0,0.157,0,0.0,105,0,1,670.0791015625,1,Body
"ODL 资助者为商业计划提供资金，将资金存入一个单独的账户，以及",9.960000038146973,0,0,1.0,0.215,0,0.0,86,0,0,681.4832763671875,1,Body
"按照指导委员会的指示为特定目的分发资金。OLA将提供",9.960000038146973,0,0,1.0,0.215,0,0.0,83,0,0,693.0070190429688,1,Body
"应要求向指导委员会提交财务报告，并应遵守所有",9.960000038146973,0,0,1.0,0.215,0,0.0,82,0,0,704.53076171875,1,Body
"政府对收到的资金的报告规定。",9.960000038146973,0,0,1.0,0.215,0,0.0,52,0,0,716.054443359375,1,Body
"RFP：制定安大略数字图书馆商业计划",7.559999942779541,1,1,0.76,0.147,0,0.0,57,0,0,740.8800048828125,1,Body
"2003年3月",7.559999942779541,1,1,0.76,0.485,1,0.0,10,0,0,740.8800048828125,1,Body
"12",9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
"12",9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
"12",9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
"12",9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
"8.3 指导委员会对其组成团体和其他利益相关方负责",9.960000038146973,0,0,1.0,0.157,0,0.0,94,0,1,92.78363037109375,1,Body
"就问题和进展进行持续沟通和协商。指导委员会",9.960000038146973,0,0,1.0,0.215,0,0.0,87,0,0,104.307373046875,1,Body
"负责与政府，特别是首席信息官的密切联系",9.960000038146973,0,0,1.0,0.215,0,0.0,92,0,0,115.7115478515625,1,Body
"社区服务集群、助理副部长和副部长。",9.960000038146973,0,0,1.0,0.215,0,0.0,55,0,0,127.23529052734375,1,Body
"9. 财务与行政政策",9.960000038146973,1,0,1.0,0.147,0,0.0,40,0,1,150.15325927734375,1,H3
"9.1 指导委员会的服务是无偿的",9.960000038146973,0,0,1.0,0.157,0,0.0,57,0,1,173.31024169921875,1,Body
"9.2 指导委员会成员的差旅和会议费用根据以下规定报销",9.960000038146973,0,0,1.0,0.157,0,0.0,94,0,1,184.71441650390625,1,Body
"安大略图书馆协会的政策",9.960000038146973,0,0,1.0,0.215,0,0.0,43,0,0,196.2381591796875,1,Body
"9.3 利益冲突：",9.960000038146973,0,0,1.0,0.157,0,0.0,25,0,1,207.76190185546875,1,Body
"ODL 指导委员会将按照标准的利益冲突准则运作",9.960000038146973,0,0,1.0,0.206,0,0.0,94,0,0,219.28564453125,1,Body
"确保成员、其直系亲属或其工作单位不会",9.960000038146973,0,0,1.0,0.206,0,0.0,91,0,0,230.80938720703125,1,Body
"不会从指导委员会可能做出的决定中获得经济利益。作为第一步，",9.960000038146973,0,0,1.0,0.206,0,0.0,89,0,0,242.33306884765625,1,Body
"作为首要任务，指导委员会应通过一项利益冲突政策",9.960000038146973,0,0,1.0,0.206,0,0.0,97,0,0,253.73724365234375,1,Body
"声明和程序指南，以规范其工作。",9.960000038146973,0,0,1.0,0.206,0,0.0,62,0,0,265.260986328125,1,Body
"RFP：制定安大略数字图书馆商业计划",7.559999942779541,1,1,0.76,0.147,0,0.0,57,0,0,740.8800048828125,1,Body
"2003年3月",7.559999942779541,1,1,0.76,0.485,1,0.0,10,0,0,740.8800048828125,1,Body
"13",9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
"13",9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
"13",9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
"13",9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
"附录 C：",12.0,0,0,1.2,0.157,0,0.0,11,0,0,105.719970703125,1,Body
"ODL 设想的电子资源",12.0,0,0,1.2,0.324,0,0.0,37,0,0,105.719970703125,1,Body
"ODL 的目的是通过以下方式为所有安大略省公民提供平等的信息获取机会",9.960000038146973,0,0,1.0,0.157,0,0.0,97,0,0,145.919677734375,1,Body
"合作与资源共享。ODL 将是一个门户网站——能够根据",9.960000038146973,0,0,1.0,0.157,0,0.0,86,0,0,157.44342041015625,1,Body
"作为本地图书馆的主页——提供有组织的、全面的、权威的和经过验证的",9.960000038146973,0,0,1.0,0.157,0,0.0,90,0,0,168.9671630859375,1,Body
"电子信息资源，以满足所有安大略省公民在所有阶段和所有方面的需求",9.960000038146973,0,0,1.0,0.157,0,0.0,98,0,0,180.371337890625,1,Body
"他们的教育、生活和工作。一些例子：",9.960000038146973,0,0,1.0,0.157,0,0.0,49,0,0,191.89508056640625,1,Body
"1. 参考资源",9.960000038146973,0,0,1.0,0.157,0,0.0,22,0,1,214.93255615234375,1,Body
"- 目录：公司、协会、组织、政府、教育机构、",9.960000038146973,0,0,1.0,0.157,0,0.0,93,0,0,237.97003173828125,1,Body
"等等等等。",9.960000038146973,0,0,1.0,0.157,0,0.0,9,0,0,249.37420654296875,1,Body
"- 年鉴、国家信息",9.960000038146973,0,0,1.0,0.157,0,0.0,31,0,0,260.89794921875,1,Body
"- 词典、同义词词典、百科全书",9.960000038146973,0,0,1.0,0.157,0,0.0,39,0,0,272.42169189453125,1,Body
"-消费者信息",9.960000038146973,0,0,1.0,0.157,0,0.0,21,0,0,283.9454040527344,1,Body
"- 电话簿,",9.960000038146973,0,0,1.0,0.157,0,0.0,14,0,0,295.4691162109375,1,Body
